# Expression Atlas version: 3.1
# Query: Genes matching: 'protein_coding (gene_biotype)', specifically expressed in any Organism part above the expression level cutoff: 0.5 in experiment E-MTAB-2836
# Timestamp: Wed, 15-Mar-2017 20:44:50
Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000184005	ST6GALNAC3	3	0.9		2	1		3	0.7	0.9	1	1	4	0.5	1	0.6	0.8		1	0.5	0.9				2	0.5	0.8		5		1	0.8	
ENSG00000184007	PTP4A2	39	21	72	33	40	32	28	18	35	32	23	24	18	33	49	29	8	24	25	41	21	27	31	29	40	35	26	56	54	55	49	15
ENSG00000184009	ACTG1	385	489	417	428	664	520	627	852	675	673	132	250	225	658	1094	1270	136	673	458	542	300	43	568	511	614	706	378	718	1149	769	853	590
ENSG00000184012	TMPRSS2					52	37	0.6	11	3	12		15	8	21			12		200	39	24		40	1		70	0.7	3	4	7	6	
ENSG00000184014	DENND5A	17	10	18	26	5	3	18	8	15	14	17	7	2	16	11	12	4	14	10	6	5	3	4	22	19	4	9	10	8	15	15	5
ENSG00000184022	OR2T10												3																				
ENSG00000184029	DSCR4																		0.5														
ENSG00000184047	DIABLO	1	3	4	2	2	1	2	1	2	2	0.8	2	1	1	2	1	0.5	2	1	2	0.8		1	2	1	1	4	2	2	2	2	1
ENSG00000184056	VPS33B	3	3	8	6	4	5	5	3	6	4	2	3	1	5	6	5	1	5	5	6	3	1	5	5	7	5	6	4	6	4	6	8
ENSG00000184058	TBX1	0.8								1					0.6	1				2			8					3					0.5
ENSG00000184060	ADAP2	3	6	2	3	3	3	2	1	2	6	2	2	2	5	5	1		12	1	5	0.8		3	3	14	3	1	2	4	6	9	3
ENSG00000184076	UQCR10	43	53	26	42	59	55	17	20	41	26	82	52	36	33	33	26	9	33	46	39	27	100	52	20	32	57	42	29	29	31	31	16
ENSG00000184083	FAM120C	2	2	0.8	5	0.7	0.5	3	1	2	1	0.9	2	0.9	1	1	3		1	2	0.9	0.7	0.5		2	2	0.9	2	2	2	1	1	1
ENSG00000184108	TRIML1																											7					
ENSG00000184110	EIF3C	2	1	2	2	1	2	2	2	2	2	0.9	1	1	2	2	3	0.7	2	2	2	1	2	2	2	2	2	3	3	2	2	2	2
ENSG00000184113	CLDN5	28	1		5	2	2	3	1	3	1	2	2		12	4	1		4	1	1	0.6	2	3	2	5	2	0.7	1	0.9	2	2	0.8
ENSG00000184117	NIPSNAP1	4	19	6	22	19	34	13	9	17	13	8	53	70	10	14	18	4	11	13	19	10	0.7	25	9	12	15	8	19	17	16	10	10
ENSG00000184144	CNTN2				33																0.5							5					
ENSG00000184148	SPRR4								0.5																			1					25
ENSG00000184154	LRTOMT	1	1	0.8	2	1	1	3	0.9	12	1	0.7	2	0.9	2	1	2	0.5	1	3	2	0.9	0.6	1	2	2	1	12	3	1	1	1	2
ENSG00000184156	KCNQ3		1		15								0.5		0.6									0.6								0.6	
ENSG00000184160	ADRA2C	2	1		0.9			11		5		0.6	4		0.8		0.5	0.7	4	3					2	5		1					
ENSG00000184162	NR2C2AP	4	4	3	3	6	5	7	5	9	3	2	3	2	5	9	8	2	4	4	6	3	1	4	6	7	5	4	5	9	5	8	10
ENSG00000184163	FAM132A					2	7						1								0.5			6				0.6					
ENSG00000184164	CRELD2	3	4	4	3	5	7	4	3	5	4	3	2	1	4	6	3	4	5	8	4	6	1	5	3	7	6	10	16	5	6	10	3
ENSG00000184178	SCFD2	5	6	4	6	5	4	4	6	5	5	3	5	2	3	6	5	1	4	4	5	3	2	3	7	5	4	3	5	8	5	7	5
ENSG00000184182	UBE2F	5	7	10	5	6	5	6	8	6	7	6	3	4	4	6	3	4	8	7	7	4	4	5	8	5	5	7	8	8	7	7	4
ENSG00000184185	KCNJ12	0.6	0.6		1	0.5				2		3	0.9		0.7								15			1		0.7	0.5	0.7	0.5	0.5	1
ENSG00000184194	GPR173	0.5	2		6	0.5		2		3	0.8	0.7	0.5		0.7		5		1	0.8	0.7				1	1		0.6			0.8	0.6	0.5
ENSG00000184203	PPP1R2	10	11	29	16	13	16	15	13	15	17	10	11	4	12	20	9	2	10	15	14	6	17	15	14	15	10	25	17	18	15	17	8
ENSG00000184205	TSPYL2	16	44	34	42	6	5	39	9	25	25	9	5	3	13	21	96	3	5	27	6	5	3	7	12	19	7	57	23	14	11	16	9
ENSG00000184206	GOLGA6L4	0.6	1					2	0.5	0.5	0.7				0.7		2			0.9	0.6			0.5	0.5			3	0.8		0.5		1
ENSG00000184207	PGP	3	5	6	8	4	5	3	2	2	3	6	4	1	5	5	1	1	5	5	4	3	10	5	3	7	4	20	7	3	3	6	3
ENSG00000184208	C22orf46	5	3	2	7	4	3	5	2	5	5	4	5	2	4	5	7	0.7	3	5	4	3	2	4	5	5	3	12	5	4	4	5	4
ENSG00000184209	SNRNP35	3	3	2	3	3	3	3	2	3	2	2	2	2	4	4	2	0.5	3	3	3	3	4	3	3	3	3	2	3	4	2	3	4
ENSG00000184216	IRAK1	16	20	46	12	17	30	11	21	16	18	6	15	4	17	25	10	8	16	21	12	17	6	27	9	31	23	16	10	15	19	33	14
ENSG00000184220	CMSS1	4	8	3	6	3	2	5	3	4	3	3	3	2	3	4	5	1	3	3	3	2	2	2	3	3	2	9	4	4	4	6	3
ENSG00000184221	OLIG1				30								1																				
ENSG00000184226	PCDH9	1	0.7		9						0.5	0.9	0.8							0.5						0.5							
ENSG00000184227	ACOT1	6	3	0.7	3	2	5	3	1	1	2	4	12	7	3	1	1		1	3	2	1	4	2	7	0.8	1	2	1	1	2	1	0.6
ENSG00000184232	OAF	20	25	4	4	18	22	15	7	22	16	9	13	35	3	3	16	7	5	9	19	17	2	24	18	25	12	2	4	2	15	10	2
ENSG00000184254	ALDH1A3	2	4		0.6	3	4	3	9	3	4	0.6	3	0.9	3	0.6	0.5	1	3	45	3	6		7	4	0.8	6	6		5	20	16	0.7
ENSG00000184258	CDR1				1																												
ENSG00000184260	HIST2H2AC		0.7	11																						1	0.6						
ENSG00000184261	KCNK12				3																												
ENSG00000184270	HIST2H2AB			1																													
ENSG00000184271	POU6F1	2	2	0.9	9	1	1	4	2	4	3	1	2		3	4	8	0.5	1	3	2	2	3	1	4	4	1	2	2	2	2	3	4
ENSG00000184277	TM2D3	3	4	3	7	3	3	5	2	4	4	3	3	2	3	4	6	0.9	3	4	3	2	1	3	3	4	3	4	5	3	3	4	3
ENSG00000184281	TSSC4	5	4	10	5	5	6	8	4	5	5	4	4	2	6	6	6	2	6	7	2	5	5	6	4	10	5	18	4	3	5	6	4
ENSG00000184292	TACSTD2	1	0.8	6		0.6		13	223	22	11		36	1	53	0.5		8	13	84	0.6	78			1		21		0.6	113	98	0.8	136
ENSG00000184293	CLECL1			0.5		0.7	0.9				0.8				0.5	7					1			1		6	1			8	1	4	
ENSG00000184304	PRKD1	4	6		3	1	1	4	2	4	5	1	7	0.6	6	0.7	7	0.6	2	10	1	1		1	7	1	0.9	11	4	0.7	4	3	0.7
ENSG00000184305	CCSER1		0.9		0.5	0.6	0.8			0.7		0.5	1			0.6				0.6	0.6	0.6		1		0.6	0.6	2	0.9		1		
ENSG00000184307	ZDHHC23		0.6	0.8	7	7	5	1	0.9	1	1	0.5	3	1	2	2	0.6	0.7	0.5	2	8	3		4	1	2	4	10	5	2	2	2	2
ENSG00000184313	MROH7																											3					0.5
ENSG00000184330	S100A7A																													2			
ENSG00000184343	SRPK3		0.7		0.8		0.6	0.8				6								1	0.5	0.9	16	0.6	0.6	0.6		0.5			0.9	0.5	0.8
ENSG00000184344	GDF3																									0.6							
ENSG00000184345	IQCF2																											35					
ENSG00000184347	SLIT3	21	10		3	6	2	7	8	8	19	11	7	0.5	14	4	6	0.9	7	3	5	3		4	10	7	3	2	10	1	22	4	10
ENSG00000184349	EFNA5	2	0.8		3	1		0.8	3	2	2	3	2		2		2		1	3	2	2		0.5		4	2	1	0.6	1	2	1	7
ENSG00000184350	MRGPRE																									0.5							
ENSG00000184357	HIST1H1B			4																													
ENSG00000184361	SPATA32																											18		0.5			
ENSG00000184363	PKP3					12	18	0.7	45	6	3				4			2	10	5	5	6		17			11		4	4	4	3	64
ENSG00000184368	MAP7D2		2		22	0.5	0.5			0.9	0.5		3						7	0.8	0.7			0.7			5	11					0.7
ENSG00000184371	CSF1	22	16	7	7	9	8	7	8	13	23	5	4	4	18	13	6	3	28	7	9	6	1	10	10	29	8	2	4	6	14	17	5
ENSG00000184374	COLEC10										0.5			32	0.9				7										2				
ENSG00000184378	ACTRT3	0.8	0.7		1	0.7	0.6	0.7	0.6	2	0.7		2	0.8	1	0.6	0.9		0.5	0.8	0.6			0.7	1		0.5	35	0.8	0.8	2	0.6	
ENSG00000184381	PLA2G6	4	4	3	4	2	5	5	2	7	9	1	3	0.7	4	5	5	1	2	6	2	6	1	4	2	6	2	15	6	2	3	3	5
ENSG00000184384	MAML2	8	3	1	5	5	3	6	5	8	7	2	7	0.9	9	7	6	1	9	7	5	6		3	5	10	6	2	5	5	6	7	5
ENSG00000184388	PABPC1L2B				2															1													
ENSG00000184402	SS18L1	3	5	2	10	4	5	6	4	4	4	2	7	7	5	5	6	2	5	6	5	3	3	5	4	6	5	9	5	4	4	5	12
ENSG00000184408	KCND2	0.8			12			2		1	2						2								3			2			0.8		
ENSG00000184428	TOP1MT	2	3	9	2	2	1	3	2	4	2	0.8	2	2	3	3	7	1	2	2	2	2		2	1	3	3	7	5	2	3	2	4
ENSG00000184432	COPB2	15	24	7	14	23	21	22	20	22	23	12	16	11	17	17	16	9	22	28	27	18	4	21	26	15	23	16	27	25	23	22	14
ENSG00000184434	LRRC19					42	22				7		37								30			23								2	
ENSG00000184436	THAP7	3	5	6	4	2	4	5	2	6	3	3	3	1	4	6	9	2	3	7	2	6	3	5	3	8	3	10	4	3	4	4	3
ENSG00000184445	KNTC1	1	2	10	0.8	3	3	2	2	1	1		0.9	0.6	2	6	1		2	1	5	0.8		3	2	3	3	12	1	7	2	5	4
ENSG00000184451	CCR10		0.7		0.5	0.5	0.5	0.7		0.5							0.6								0.5		0.5	0.6					
ENSG00000184454	NCMAP					0.6	4	0.7		0.9	7			2	3			2	2	2		5		2			3		4		0.5		
ENSG00000184459	BPIFC																											0.9		0.5			37
ENSG00000184465	WDR27	1	3	1	1	2	3	5	2	5	3	0.9	1	0.5	3	4	6	0.7	2	4	3	2	0.5	2	2	4	3	6	3	2	2	3	3
ENSG00000184470	TXNRD2	2	5	3	2	2	2	2	1	2	1	2	3	3	3	2	3	0.9	3	6	1	2	2	2	1	3	3	3	2	1	2	2	2
ENSG00000184481	FOXO4	14	16	10	11	8	9	12	7	11	6	7	10	3	10	6	19	3	111	10	7	7	17	10	5	11	9	19	7	5	7	7	8
ENSG00000184486	POU3F2				11																												
ENSG00000184489	PTP4A3	8	3	0.7	3	4	4	7	2	5	4	46	3	0.6	11	4	3	3	6	13	2	3	111	3	5	9	6	6	2	4	6	6	1
ENSG00000184497	TMEM255B	1	1				0.6	0.8	0.6	0.8	2	0.6	0.8		2	1				0.8				0.6	1	1		1	0.9	0.6	1	1	0.8
ENSG00000184500	PROS1	20	10		4	14	11	18	16	16	33	39	28	91	36	6	31	1	20	8	23	2	1	16	16	13	6	7	11	4	17	10	19
ENSG00000184502	GAST						31												2							3	8						
ENSG00000184507	NUTM1																											13					
ENSG00000184508	HDDC3	3	3	2	2	2	3	2	1	4	2	2	2	1	2	3	2	2	2	2	3	4	1	3	1	4	2	2	4	3	2	2	2
ENSG00000184515	BEX5	2	6	0.5	31	3	2	2	0.8	3	6	0.6	7	0.9	6	2	6	2		3	2	2		2	1	2	3	7	8	3	0.7	2	1
ENSG00000184517	ZFP1	3	4	2	8	2	2	6	2	4	4	2	3	6	4	4	7	0.6	3	3	3	1	1	2	4	3	2	5	6	4	4	3	2
ENSG00000184524	CEND1		3		39		0.5													1				0.5								1	
ENSG00000184530	C6orf58						372															141					32	0.5					
ENSG00000184544	DHRS7C											46									0.8		91										
ENSG00000184545	DUSP8	2	2	2	11	4	2	4	0.8	2	3	3	1	0.9	4	0.6		4	2	2	2	2	2	4	2	3	2	2	0.9		1	1	0.6
ENSG00000184557	SOCS3	215	51	77	4	14	15	18	52	55	178	5	9	43	73	35	9	11	38	32	16	5		15	85	14	12	3	22	10	112	118	2
ENSG00000184560	C17orf74																											41					
ENSG00000184564	SLITRK6					4	3	0.6	1	0.8	2	1			4				0.7	6	6	18		5			1				19	0.5	5
ENSG00000184571	PIWIL3																											1					
ENSG00000184574	LPAR5		2		4	7	6		6	2	2	1	0.6		1	7	0.5		4	0.7	6	2		6	0.8	5	6	0.8	1	9	2	4	4
ENSG00000184575	XPOT	15	14	16	18	10	9	13	15	13	12	6	9	7	12	16	10	7	16	14	12	10	3	8	13	13	12	17	29	17	15	17	14
ENSG00000184584	TMEM173	15	8	29	3	12	8	21	11	36	20	22	7	2	42	26	16	1	17	11	16	4	2	9	23	33	9	5	7	33	17	25	8
ENSG00000184588	PDE4B	4	1	21	16	3	2	4	1	0.8	5	3	1	3	5	10	0.6		5	8	5	6	2	2	2	9	2	2	3	8	10	18	0.8
ENSG00000184599	FAM19A3		11																									5					
ENSG00000184601	C14orf180	26	0.7									17							0.7				0.9										
ENSG00000184602	SNN	37	23	17	83	5	7	12	15	12	20	14	10	3	15	26	14	2	7	14	5	9	13	6	9	32	7	5	16	26	17	18	7
ENSG00000184611	KCNH7				2																												
ENSG00000184613	NELL2		8	2	70	0.9	11	0.7	0.5	20	0.6				2	8				9	1			5	0.5	3	0.9	1	2	6	1	4	0.5
ENSG00000184619	KRBA2							0.5		0.5		0.7	0.5				0.6			0.7						0.5		0.8	0.8		0.5		
ENSG00000184634	MED12	7	13	8	5	5	6	12	6	13	8	4	4	2	9	9	17	2	14	9	8	5	3	6	11	17	7	10	9	9	8	11	10
ENSG00000184635	ZNF93	0.5		1	0.5	1		2	0.6	1	1		0.6		0.8	2	2		1	1	1			0.6	2	1	1	2	3	2	2	2	0.8
ENSG00000184640	SEPT9	9	12	12	9	12	16	12	12	19	17	5	8	5	15	39	13	2	18	14	9	8	4	19	15	35	17	15	8	28	21	27	13
ENSG00000184647	PRSS55																											6					
ENSG00000184650	ODF4																											10					
ENSG00000184661	CDCA2			5		2	2		1			1				6			1		2			2		0.6	0.9	23		7	1	3	1
ENSG00000184672	RALYL		7		10						2	0.5	4													1							
ENSG00000184675	AMER1	0.7	1	0.7	0.9	1	1	2	3	2	1	0.8	2	0.7	1	1	6		0.8	2	1	1	1	1	2	1	1	0.6	1	1	1	1	2
ENSG00000184677	ZBTB40	4	9	4	4	5	7	8	4	8	8	3	5	0.6	8	13	10	2	5	7	7	4	3	6	6	12	5	8	6	10	6	10	7
ENSG00000184678	HIST2H2BE	3	12	13	9	4	4	7	6	7	4	25	5	4	7	5	6	1	13	75	5	8	15	4	4	7	11	9	8	3	7	7	7
ENSG00000184697	CLDN6																											0.5					
ENSG00000184702	SEPT5	3	4	6	42	1	1	4	7	8	4	21	1		3	2	6	1	3	3	0.9	1	0.9	1	3	2	2	6	4	1	2	1	19
ENSG00000184708	EIF4ENIF1	5	6	4	8	5	5	8	5	8	6	4	5	2	6	7	9	2	6	6	6	4	3	4	7	7	5	24	7	9	6	6	7
ENSG00000184709	LRRC26					3														15		14		0.9			0.6						
ENSG00000184719	RNLS	3	6	0.6	1	3	2	2	2	3	2	3	6	2	1	1	3	0.9	0.7	3	3	2	1	2	2	2	0.5	3	4	2	2	2	1
ENSG00000184730	APOBR	1	1	20	0.8	20	4	0.8	1	0.7	3		0.6	1	10	4			2	1	11	0.7		6	1	21	5	0.7		2	4	15	2
ENSG00000184731	FAM110C	0.5	3		3	7	10	5	15	11	9	2	7	11	3		5	3		2	9	1		9	1		8	4	6	2	8	2	8
ENSG00000184735	DDX53																											6					
ENSG00000184743	ATL3	20	17	5	8	12	7	13	18	13	15	4	8	8	15	10	13	3	9	15	12	7	1	8	28	15	10	15	18	11	16	17	20
ENSG00000184752	NDUFA12	20	18	11	16	31	20	12	11	15	8	38	23	13	11	15	11	3	14	14	23	8	40	19	16	21	15	13	12	21	10	17	10
ENSG00000184785	SMIM10	10	9	7	2	4	2	7	4	9	6	5	3	0.6	5	2	9	0.5	2	10	3	2	0.7	3	6	8	1	24	4	1	8	3	1
ENSG00000184786	TCTE3	0.5	2	0.9	0.9	1	2	2	0.9	1	1	0.5	1		0.5	3	2	0.5	1	2	2	0.7		2	0.6	2	2	6	3	2	0.9	3	2
ENSG00000184787	UBE2G2	17	16	13	10	11	14	17	11	15	15	11	10	5	17	24	14	5	12	15	17	8	11	13	18	22	14	11	16	15	14	22	21
ENSG00000184788	SATL1																											0.6					
ENSG00000184792	OSBP2		4	12	5	0.7	2	0.8	1	1	1	2	1		0.8	0.7	0.6	0.5	1	1	0.9	1		1	0.7	2	1	11	2	0.8	2	0.7	2
ENSG00000184811	TUSC5	132	1								1											3										2	
ENSG00000184814	PRR23B																											0.9					
ENSG00000184828	ZBTB7C	2	3		1	7	0.8	0.5	14	10	2		0.7		2		4		2	0.8	7	2		1	1	4	8	3	6	2	4	1	8
ENSG00000184831	APOO	4	12	3	17	9	8	6	5	15	5	22	16	4	4	5	5	2	8	9	10	7	10	7	6	5	6	11	10	6	7	6	3
ENSG00000184838	PRR16	1	2		2	1	0.9	8	0.9	0.9	2	4			1		1		4	3	2		5	0.9	4	1	1	1	0.6	0.5	4	3	
ENSG00000184840	TMED9	28	39	35	22	47	36	34	33	46	39	24	28	23	43	36	28	22	84	60	54	60	6	36	37	41	55	30	48	45	46	56	34
ENSG00000184845	DRD1		0.5		5						0.5				1				1	0.8											0.6		
ENSG00000184857	TMEM186	3	4	1	4	5	5	4	4	7	3	4	4	3	3	5	5	2	4	4	7	3	3	4	4	4	3	4	4	6	4	4	4
ENSG00000184860	SDR42E1					1	5	0.9	2	2	0.6		1	0.6	1	1		0.6		1	1	2		3	0.7	0.7	2	1	2	2	2	0.7	8
ENSG00000184863	RBM33	4	5	16	4	4	6	7	4	5	5	3	3	2	7	10	6	2	5	6	5	4	5	7	4	9	6	7	5	6	4	8	9
ENSG00000184867	ARMCX2	6	20		11	4	3	23	5	19	14	12	9	0.5	10	5	29	2	14	18	4	19	1	4	18	13	5	5	38	4	14	9	3
ENSG00000184887	BTBD6	38	12	13	19	17	17	14	18	17	14	13	11	5	20	15	18	2	12	20	14	18	40	18	12	13	18	42	11	12	17	14	23
ENSG00000184895	SRY								0.5																			1					
ENSG00000184897	H1FX	27	13	365	20	16	24	16	7	21	9	10	11	6	35	32	46	9	25	46	6	32	15	34	10	54	36	15	10	9	13	24	9
ENSG00000184898	RBM43	5	7	3	3	3	2	7	3	12	7	2	6	2	5	6	12	0.9	4	5	4	2	0.9	3	4	6	4	4	10	3	5	4	4
ENSG00000184900	SUMO3	27	30	45	43	31	27	23	23	28	27	24	29	15	34	37	31	7	27	27	23	19	18	29	20	35	30	27	28	32	29	33	16
ENSG00000184903	IMMP2L	4	4	0.8	2	2	2	4	2	4	2	2	6	3	2	2	4	0.8	2	4	2	2	2	3	3	2	2	2	5	2	2	1	2
ENSG00000184905	TCEAL2	0.9	12		56	2	2	18	3	3	4	1	5		3		31	0.6		16	0.8	4		1	9	2	1	19	18	1	2	1	
ENSG00000184908	CLCNKB		0.7									0.9	69				0.7					18						1	9				
ENSG00000184916	JAG2	5	0.6		3	1	1	2	2	2	1	2	1		3	0.6		0.7	3	4		4	3	2	1	2	1	3	1		2	1	11
ENSG00000184922	FMNL1	3	3	65	4	2	4	1	3	3	8	1	0.8	1	12	24	0.5	0.6	5	2	3	3	0.5	5	1	28	6	2	1	13	9	28	2
ENSG00000184924	PTRHD1	2	6	6	4	6	5	1	2	3	2	2	4	2	3	5	3	1	4	5	4	3	4	4	2	3	4	16	4	4	2	3	2
ENSG00000184925	LCN12		1		1		1	1		10	1	1	1	0.9			2			2	0.7	1		1		3	0.7	3	26				
ENSG00000184937	WT1							37		49	0.8	0.7	5				19		2						30	10		21				0.8	
ENSG00000184939	ZFP90	4	4	2	7	3	2	8	4	8	6	2	4	1	5	7	10	0.9	3	5	4	2	0.9	2	6	6	4	7	5	7	6	5	5
ENSG00000184945	AQP12A																	10															
ENSG00000184949	FAM227A							0.6		2					0.5													3	0.7				0.5
ENSG00000184956	MUC6						73			1	4							8								0.5	217						
ENSG00000184967	NOC4L	3	3	6	3	4	5	3	2	4	3	2	3	1	4	5	4	2	4	4	2	4	3	4	2	8	3	14	2	3	2	5	3
ENSG00000184979	USP18	4	3	2	2	3	3	2	2	5	3	1	3	5	5	4	1	0.6	3	4	3	3	0.7	3	2	6	5	6	5	4	3	3	0.9
ENSG00000184983	NDUFA6	37	37	24	29	44	41	24	26	19	17	78	46	28	22	23	15	7	32	27	38	19	57	37	22	22	27	20	25	24	25	27	18
ENSG00000184984	CHRM5																		0.8									0.5					
ENSG00000184985	SORCS2	1	0.7	0.7	9	0.8	0.6	2	2	1	2	0.5	2	0.8	3	0.7	2			3	0.8			1	5		0.5	2	2	1	2	2	0.5
ENSG00000184986	TMEM121				1															0.7						1	0.8						
ENSG00000184988	TMEM106A	2	2	1	0.9	2	2	3	1	3	3	0.8	15	1	3	5	6	0.7	7	2	4	1		3	4	8	3	3	4	5	3	9	1
ENSG00000184990	SIVA1	4	4	16	3	4	7	4	2	5	3	4	4	2	7	7	6	3	6	7	3	6	7	7	3	9	6	9	4	4	2	6	5
ENSG00000184992	BRI3BP	2	2	2	7	12	13	1	4	3	3	0.9	4	1	2	11	0.8	0.8	1	2	10	0.9		11	2	4	6	1	3	11	2	6	4
ENSG00000184995	IFNE																														0.5		
ENSG00000184999	SLC22A10													26																			
ENSG00000185000	DGAT1	26	18	13	4	17	147	8	7	6	8	7	5	4	8	8	4	2	7	6	15	7	6	146	6	11	11	18	6	5	8	8	9
ENSG00000185002	RFX6		4				2											0.5	0.9		1			1			2						
ENSG00000185008	ROBO2		0.7		3			0.6	1		0.7		0.5		3		2		0.6							0.7		0.8		0.5	0.7		0.8
ENSG00000185009	AP3M1	11	13	6	8	12	11	12	13	12	11	7	8	6	10	14	10	4	15	14	14	8	2	10	14	12	11	11	14	15	15	14	10
ENSG00000185010	F8	9	4		3	1	0.9	4	1	4	2	6	4	5	7	2	8	1	0.7	2	1	1	3	0.9	4	8	0.6	4	3	0.9	2	1	0.6
ENSG00000185013	NT5C1B																											7					
ENSG00000185015	CA13		0.9		1	2	9	0.8	3	1	3	0.8	2	1	2	0.6	0.6			0.8	2	2		10	0.6	0.6	4	0.8	4	2	0.7	1	5
ENSG00000185019	UBOX5	2	2	2	3	2	2	4	3	5	2	2	3	0.7	3	3	4	1	3	3	2	2	2	2	4	3	2	4	3	2	3	2	3
ENSG00000185022	MAFF	11	10	7	2	4	3	13	11	2	12	1	2	10	5	2	7	2	14	7	3	1		2	5	2	4		2	4	11	7	2
ENSG00000185024	BRF1	0.9	0.9	0.9	1	0.6	1	1	0.5	1	0.6	0.5	0.8		1	1	1	0.5	0.8	1		0.9	0.6	0.9	0.5	1	0.8	1	0.7	0.5	0.7	0.8	1
ENSG00000185028	LRRC14B											11											23										
ENSG00000185033	SEMA4B	2	7	3	5	8	13	5	21	12	10	3	4	2	7	7	8	3	9	10	5	6	0.6	12	4	10	8	5	10	5	16	9	22
ENSG00000185038	MROH2A													0.5														2	0.5				
ENSG00000185043	CIB1	31	63	73	14	77	67	24	26	67	45	25	45	30	41	50	23	30	22	68	74	39	8	65	29	64	57	49	32	75	43	48	11
ENSG00000185046	ANKS1B		0.8		15					0.6			0.9				0.9			0.5								2	1				
ENSG00000185049	NELFA	3	3	5	3	3	4	4	3	5	2	1	3	0.8	3	4	6	1	4	4	1	4	1	4	2	5	3	9	2	2	3	3	3
ENSG00000185052	SLC24A3	7	3	0.9	9	4	3	28	19	18	13	0.5	1		6	0.9	12		3	9	5	3	12	5	30	2	3	2	2	2	8	4	6
ENSG00000185053	SGCZ				0.6												3																
ENSG00000185055	EFCAB10			0.5	0.7					8					0.6													6					0.5
ENSG00000185056	C5orf47																											22					
ENSG00000185069	KRT76																													2			
ENSG00000185070	FLRT2	0.9	1		2	0.7		1	0.6	1	2					0.9	6	1		1	0.7		0.7		1	0.8	0.7	1	0.7	0.5	1	1	2
ENSG00000185085	INTS5	5	5	3	5	5	6	7	7	12	5	3	4	2	7	9	9	2	5	6	5	6	2	5	7	8	6	5	7	8	7	7	7
ENSG00000185087	FAM169B										0.5																	0.7					
ENSG00000185088	RPS27L	6	10	4	3	11	10	6	2	5	8	4	11	8	5	6	5	3	4	9	10	6	2	10	4	5	8	2	6	5	5	6	4
ENSG00000185090	MANEAL	0.5	4		6	3	2	1	2	2	0.6		1	2	1	0.8		2		2	3	1	0.5	2	0.7	0.8	2	2	3	0.9	1	1	2
ENSG00000185100	ADSSL1	2	1		0.7	0.7	0.8	1	2	2	2	16	4	2	1		0.6	0.6	2	2	0.7	0.9	104	1	0.7	0.7	2	7	2		0.9	0.6	2
ENSG00000185101	ANO9	0.5		2		8	33	0.7	3	1	3		2		3	15		1		2	7	2		31	0.7	7	8	0.7	1	6	2	8	21
ENSG00000185104	FAF1	5	6	7	7	6	5	7	7	8	5	7	6	3	5	6	8	3	5	6	7	4	7	6	7	5	5	20	8	9	7	5	8
ENSG00000185105	MYADML2											1											18										
ENSG00000185112	FAM43A	8	2	3	2	4	1	6	5	5	4	4	3	2	6	10	1		11	11	2	3	1	2	3	23	2	3	1	5	8	5	5
ENSG00000185115	NSMCE3	9	17	10	11	7	8	17	7	17	11	9	8	5	12	17	20	3	12	10	8	6	4	8	14	16	7	21	16	17	13	14	7
ENSG00000185122	HSF1	9	10	11	6	6	8	9	7	11	7	14	6	3	10	9	15	5	11	10	4	9	11	9	6	14	8	30	9	5	9	9	7
ENSG00000185127	C6orf120	16	15	5	14	15	14	12	12	11	14	5	13	9	10	15	13	3	16	12	14	9	4	14	13	13	11	10	10	13	17	15	7
ENSG00000185129	PURA	5	7	0.6	11	5	6	7	5	5	5	4	10	4	5	5	8	1	5	8	4	4	1	5	5	6	4	4	10	4	5	5	5
ENSG00000185130	HIST1H2BL			3																													
ENSG00000185133	INPP5J	0.5	0.5		2	2	9	0.7		0.7	0.6	4	8		1			1		2	2	11	0.5	11	0.9		1	1	88		0.5		2
ENSG00000185149	NPY2R				0.8																0.5							0.6					
ENSG00000185155	MIXL1						1									2								0.5		0.7	0.6	0.5		3	1	0.9	
ENSG00000185156	MFSD6L					2	2			2	0.6		0.8					2	0.5		3	3		1			3	20	4		0.7		
ENSG00000185158	LRRC37B	1	2	7	3	1	1	4	1	3	2	0.5	0.8		2	2	4		1	2	2	1	0.5	2	2	3	2	8	1	2	2	2	4
ENSG00000185163	DDX51	3	4	6	6	3	3	4	3	5	3	2	3	1	4	6	7	1	3	4	3	3	2	3	3	6	3	5	4	4	3	5	5
ENSG00000185164	NOMO2	2	3	1	4	3	2	2	2	3	2	3	2	1	2	1	2	2	4	2	3	2	1	2	4	2	4	2	3	2	2	3	1
ENSG00000185176	AQP12B						0.8											63						0.8									
ENSG00000185177	ZNF479																											2					
ENSG00000185187	SIGIRR	4	2	8	2	7	11	3	1	7	4	2	11	3	8	15	0.8	3	3	6	4	7	0.8	11	2	22	9	2	3	4	4	9	1
ENSG00000185189	NRBP2	19	9	2	31	7	9	14	9	17	13	10	8	9	22	7	11	3	6	29	8	14	3	9	16	11	10	12	9	4	8	6	23
ENSG00000185198	PRSS57			97																													
